web-scraper-order,web-scraper-start-url,pagination,link,link-href,address,price,beds,baths,sqft,DOM,year,lot_size,estimate,est_monthly_payment,parking,pool,school_dist,zoning,views,favorites,outs,walk_score,transit_score,bike_score,hoa_dues
1638423029-1112,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Sherman-Oaks/4533-Vista-Del-Monte-Ave-91403/unit-304/home/17226845,"4533 Vista Del Monte Ave #304,","$789,000.00",2,2.5,"1,570",Time on Redfin71 days,2006,SO - Sherman Oaks,"$779,223.00","$4,132.00",8,Pool Features: None,High School District: Los Angeles Unified,Zoning: LAR3,"3,486",60,7,80 / 100,56 / 100,54 / 100,HOA Dues$570/month
1638423216-1143,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/4822-Elmwood-Ave-90004/unit-104/home/40489020,"4822 Elmwood Ave #104,","$998,000.00",4,3,"2,280",Time on Redfin30 days,2011,Contemporary,"$1,040,273.00","$5,001.00",Laundry in Unit,"Amenities: Exercise Room, Rec Multipurpose Rm, Meeting Room","Lot Size (Sq. Ft.): 14,507",,697,15,3,90 / 100,59 / 100,64 / 100,HOA Dues$496/month
1638423879-1311,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Playa-Del-Rey/8675-Falmouth-Ave-90293/unit-315/home/6631144,"8675 Falmouth Ave #315,","$649,000.00",2,1,816,Time on Redfin14 days,1983,Traditional,"$658,552.00","$3,378.00","Controlled Access, Elevator, Spa, Greenbelt/Park, Gated Parking, Pool, Tennis Courts",# of Parking Spaces (Total): 2,"Other Structural Features: Balcony, High Ceilings (9 Feet+)",,"1,489",66,5,53 / 100,34 / 100,54 / 100,HOA Dues$448/month
1638423071-1117,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/3555-Keystone-Ave-90034/unit-302/home/78044701,"3555 Keystone Ave #302,","$795,000.00",2,2,"1,130",Time on Redfin35 days,1980,Contemporary,"$785,646.00","$3,903.00","Condominium, Low Rise, Attached",# of Parking Spaces (Total): 2,Unit Floor In Building: 3,AssociationPetRules: Yes,"3,466",86,8,90 / 100,58 / 100,83 / 100,HOA Dues$314/month
1638424117-1403,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/898-Temple-Ter-90042/unit-225/home/6997781,"898 Temple Ter #225,","$518,000.00",2,1,924,Time on Redfin3 days,1980,Contemporary,"$531,081.00","$2,823.00",2,Patio And Porch Features: Deck,Common Interest: Condominium,Association Fee Frequency: Monthly,413,13,1,31 / 100,29 / 100,28 / 100,HOA Dues$485/month
1638423708-1246,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/1735-N-Fuller-Ave-90046/unit-330/home/7116081,"1735 N Fuller Ave #330,","$415,000.00",—,1,513,Time on Redfin20 days,1974,Traditional,"$413,677.00","$2,257.00",Laundry Inside,Association Pool,# of Units in Complex (Total): 209,,532,19,3,88 / 100,58 / 100,34 / 100,HOA Dues$384/month
1638423958-1342,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Beverly-Hills/225-S-Tower-Dr-90211/unit-201/home/6814032,"225 S Tower Dr #201,","$979,900.00",3,2,"1,520",Time on Redfin10 days,1974,Cottage,"$998,297.00","$4,999.00",Partners Community Management,# of Parking Spaces (Total): 2,Roof: Common Roof,"Fees IncludeTrash, Fees Include Water","2,481",111,6,86 / 100,64 / 100,70 / 100,HOA Dues$575/month
1638423615-1210,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/10660-Wilshire-Blvd-90024/unit-1804/home/6804309,"10660 Wilshire Blvd #1804,","$3,949,000.00",4,5,"5,383",Time on Redfin23 days,1980,Contemporary,"$3,909,833.00","$21,270.00",5,Other Structural Features: Balcony,# of Units in Complex (Total): 132,,346,13,1,77 / 100,70 / 100,62 / 100,"HOA Dues$3,443/month"
1638423981-1351,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Sherman-Oaks/4641-Fulton-Ave-91423/unit-103/home/5220500,"4641 Fulton Ave #103,","$795,500.00",2,3,"1,564",Time on Redfin8 days,1981,SO - Sherman Oaks,"$793,270.00","$3,976.00",3,Pool Features: Association,High School District: Los Banos Unified,Association Fee Frequency: Monthly,503,7,0,75 / 100,40 / 100,61 / 100,HOA Dues$385/month
1638423394-1171,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Porter-Ranch/10331-Lindley-Ave-91326/unit-235/home/5818647,"10331 Lindley Ave #235,","$450,000.00",3,2,"1,117",Time on Redfin28 days,1972,Traditional,"$468,690.00","$2,521.00",Community Laundry,Other Structural Features: Balcony,# of Units in Complex (Total): 144,,922,190,12,71 / 100,41 / 100,68 / 100,HOA Dues$490/month
1638423316-1159,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Playa-Vista/13200-Pacific-Promenade-90094/unit-250/home/22930280,"13200 Pacific Promenade #250,","$625,000.00",1,1,642,Time on Redfin29 days,2003,Contemporary,"$626,080.00","$3,499.00","Dishwasher, Garbage Disposal, Gas Oven, Gas Range, Microwave, Refrigerator",Pool Features: Community Pool,Elementary School: Playa Vista,Association Fee Frequency: Monthly,783,16,4,69 / 100,45 / 100,88 / 100,HOA Dues$678/month
1638423828-1292,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Northridge/17123-Roscoe-Blvd-91325/unit-5/home/5752523,"17123 Roscoe Blvd #5,","$510,200.00",3,2,"1,493",Time on Redfin15 days,1971,NR - Northridge,"$520,565.00","$2,652.00",2,Patio And Porch Features: Patio,High School District: Los Angeles Unified,Zoning: LAR3,"1,830",45,4,42 / 100,39 / 100,46 / 100,HOA Dues$349/month
1638423678-1234,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/1344-N-Martel-Ave-90046/unit-105/home/7115682,"1344 N Martel Ave #105,","$599,900.00",2,2,"1,090",Time on Redfin21 days,1968,699 - Not Defined,"$601,110.00","$3,008.00",2,"Pool Features: Community Pool, In Ground",High School District: Los Angeles Unified,Association Fee Frequency: Monthly,"1,392",58,4,93 / 100,60 / 100,61 / 100,HOA Dues$300/month
1638423446-1178,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/10590-Wilshire-Blvd-90024/unit-808/home/6804377,"10590 Wilshire Blvd #808,","$1,160,000.00",3,2.5,"2,038",Time on Redfin27 days,1976,C05 - Westwood - Century City,"$1,149,075.00","$7,043.00",Attached Garage,Common Walls: 1 common wall,2.5%,,"1,137",24,3,61 / 100,68 / 100,52 / 100,"HOA Dues$1,806/month"
1638423857-1303,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/2025-Avenue-of-the-Stars-90067/unit-1403/home/161387284,"2025 Avenue Of The Stars #1403,","$4,175,000.00",2,2.5,"1,942",Time on Redfin14 days,1965,Modern,"$4,099,587.00","$22,022.00",Laundry in Closet,"Heated Pool, Community Pool",# of Units in Complex (Total): 63,,194,5,0,89 / 100,59 / 100,51 / 100,"HOA Dues$3,175/month"
1638424078-1388,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/1050-S-Grand-Ave-90015/unit-1504/home/113624570,"1050 S Grand Ave #1504,","$1,150,000.00",2,2,980,Time on Redfin3 days,2017,High or Mid-Rise Condo,"$1,136,927.00","$6,171.00",2,Patio Features: Balcony,# of Units in Complex (Total): 151,,183,4,0,90 / 100,100 / 100,83 / 100,HOA Dues$980/month
1638424042-1374,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Canoga-Park/7800-Topanga-Canyon-Blvd-91304/unit-204/home/3718342,"7800 Topanga Canyon Blvd #204,","$399,000.00",2,2,"1,038",Time on Redfin5 days,1981,CP - Canoga Park,"$418,390.00","$2,323.00",2,"Pool Features: Association, Community Pool",High School District: Los Angeles Unified,Association Fee Frequency: Monthly,"1,616",62,4,75 / 100,45 / 100,70 / 100,HOA Dues$522/month
1638423764-1268,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/746-S-Los-Angeles-St-90021/unit-1108/home/21917549,"746 S Los Angeles St #1108,","$475,000.00",1,1,650,Time on Redfin17 days,1922,Other,"$482,904.00","$2,760.00","Association Barbecue, Association Pet Rules, Controlled Access, Elevator, Fitness Center, Onsite Property Management, Other Courts, Spa, Pool, Basketball Court",# of Parking Spaces (Total): 1,Patio Features: Other - See Remarks,Athletic Court: Community,"1,718",86,4,97 / 100,100 / 100,90 / 100,HOA Dues$616/month
1638423553-1195,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Marina-Del-Rey/13035-Mindanao-Way-90292/unit-4/home/6725833,"13035 Mindanao Way #4,","$1,165,000.00",2,2.5,"1,575",Time on Redfin24 days,1975,Contemporary,"$1,161,789.00","$5,874.00",2,Patio Features: Enclosed,# of Units in Complex (Total): 162,,"1,139",58,3,75 / 100,,69 / 100,HOA Dues$615/month
1638424003-1359,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/1825-Fox-Hills-Dr-90025/unit-202/home/12285378,"1825 Fox Hills Dr #202,","$1,398,000.00",2,2,"1,441",Time on Redfin8 days,2005,Contemporary,"$1,393,847.00","$6,811.00",Laundry in Unit,Other Structural Features: Balcony,# of Units in Complex (Total): 7,Directions: S/O Santa Monica Blvd / E/O  Beverly Glen / W/O Century Park West,535,27,2,90 / 100,57 / 100,62 / 100,HOA Dues$500/month
1638423907-1322,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/1111-S-Grand-Ave-90015/unit-916/home/12291163,"1111 S Grand Ave #916,","$688,000.00",1,1.5,"1,200",Time on Redfin13 days,2005,Modern,"$682,766.00","$4,006.00",Laundry in Unit,Association Pool,# of Units in Complex (Total): 176,,668,24,0,92 / 100,100 / 100,83 / 100,HOA Dues$900/month
1638423559-1196,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/1050-S-Grand-Ave-90015/unit-605/home/144807765,"1050 S Grand Ave #605,","$620,000.00",1,1,686,Time on Redfin24 days,2017,C42 - Downtown L.A.,"$616,301.00","$3,499.00",1,"Pool Features: Association, Roof Top",High School District: Los Angeles Unified,Association Fee Frequency: Monthly,536,18,1,90 / 100,100 / 100,83 / 100,HOA Dues$700/month
1638424032-1370,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/10701-Wilshire-Blvd-90024/unit-1803/home/6825654,"10701 Wilshire Blvd #1803,","$1,250,000.00",2,2,"1,304",Time on Redfin6 days,1964,Contemporary,"$1,242,145.00","$6,855.00","Concierge, Spa, Sauna, Security, Pool, Valet Parking, Fitness Center, Guest Parking",# of Parking Spaces (Total): 2,"Other Structural Features: Balcony, End Unit, High Ceilings (9 Feet+)",,570,20,4,77 / 100,70 / 100,62 / 100,"HOA Dues$1,212/month"
1638424074-1386,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/435-S-Virgil-Ave-90020/unit-226/home/6908770,"435 S Virgil Ave #226,","$458,800.00",2,2,838,Time on Redfin3 days,1986,Modern,"$461,899.00","$2,473.00","Community Laundry, Laundry Area","Amenities: Gated Community, Elevator","Lot Size (Sq. Ft.): 44,104",,684,26,2,93 / 100,84 / 100,66 / 100,HOA Dues$402/month
1638423696-1241,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/10960-Ashton-Ave-90024/unit-411/home/6801810,"10960 Ashton Ave #411,","$630,000.00",1,2,672,Time on Redfin20 days,1986,Contemporary,$938.00,"$3,191.00",2,Patio Features: Deck(s),# of Units in Complex (Total): 4,,890,25,5,91 / 100,74 / 100,77 / 100,HOA Dues$347/month
1638423431-1176,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/10450-Wilshire-Blvd-90024/unit-2A/home/6804662,"10450 Wilshire Blvd Unit 2A,","$1,250,000.00",3,3,"2,082",Time on Redfin27 days,1961,Custom Built,"$1,227,273.00","$7,674.00","Convection Oven, Dishwasher, Electric Oven, Electric Stove, Freezer, Garbage Disposal, Microwave, Recirculated Exhaust Fan, Vented Exhaust Fan","Foundation Details: Pillar/Post/Pier, Concrete Slab",High School District: Los Angeles Unified,Association Fee Frequency: Monthly,854,15,4,50 / 100,68 / 100,43 / 100,"HOA Dues$2,031/month"
1638423661-1228,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Studio-City/4705-Whitsett-Ave-91604/unit-101/home/8130293,"4705 Whitsett Ave #101,","$724,900.00",2,2,"1,291",Time on Redfin21 days,2002,Other,"$732,391.00","$3,672.00",Laundry in Unit,"Amenities: Controlled Access, Elevator","Lot Size (Sq. Ft.): 14,359",,"1,938",64,9,74 / 100,36 / 100,47 / 100,HOA Dues$400/month
1638423123-1126,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/10490-Wilshire-Blvd-90024/unit-2604/home/6806407,"10490 Wilshire #2604,","$4,750,000.00",3,3.5,"3,499",Time on Redfin34 days,1989,Contemporary,"$4,574,882.00","$25,143.00",3,"Patio Features: Living Room Balcony, Patio Open, Balcony",# of Units in Complex (Total): 128,,503,21,1,50 / 100,68 / 100,43 / 100,"HOA Dues$3,700/month"
1638423664-1229,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/424-S-Westmoreland-Ave-90020/unit-209/home/6908717,"424 S Westmoreland Ave #209,","$534,900.00",2,2,"1,034",Time on Redfin21 days,1982,Unknown,"$530,642.00","$2,745.00",Community Laundry,Community Pool,# of Units in Complex (Total): 39,,911,14,4,95 / 100,83 / 100,62 / 100,HOA Dues$330/month
1638423979-1350,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/San-Pedro/27980-S-Western-Ave-90732/unit-220/home/7684267,"27980 S Western Ave #220,","$494,999.00",2,2,"1,168",Time on Redfin21 days,1984,193 - San Pedro - North,"$503,458.00","$2,665.00","Garbage Disposal, Gas Oven, Gas Range","Patio And Porch Features: Deck, Wrap Around",High School District: Los Angeles Unified,Association Fee Frequency: Monthly,"2,109",93,7,69 / 100,29 / 100,47 / 100,HOA Dues$430/month
1638423963-1344,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/San-Pedro/942-W-10th-St-90731/unit-4/home/7691896,"942 W 10th St #4,","$569,000.00",3,2,"1,243",Time on Redfin15 days,19980,183 - Vista Del Oro,"$571,382.00","$2,869.00",Attached Garage,Pool Features: None,High School District: Los Angeles Unified,Zoning: LARD2,984,28,2,83 / 100,46 / 100,76 / 100,HOA Dues$300/month
1638424083-1390,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/1234-Wilshire-Blvd-90017/unit-412/home/12287316,"1234 Wilshire Blvd #412,","$879,000.00",3,3,"1,470",Time on Redfin3 days,2006,Contemporary,"$858,990.00","$4,647.00",3,"Association Pool, Heated Pool, Heated And Filtered Pool",# of Units in Complex (Total): 197,,373,17,5,94 / 100,98 / 100,65 / 100,HOA Dues$679/month
1638423140-1129,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/939-S-Broadway-90015/unit-103/home/177011381,"939 S Broadway #103,","$499,000.00",1,1,866,Time on Redfin33 days,1925,High or Mid-Rise Condo,"$497,742.00","$2,809.00","Laundry in Unit, Stacked Laundry in Closet","Other Structural Features: High Ceilings (9 Feet+), Historical",No Mello-Roos Tax,,981,15,1,97 / 100,100 / 100,92 / 100,HOA Dues$556/month
1638423986-1353,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Playa-Del-Rey/8160-Manitoba-St-90293/unit-202/home/6630281,"8160 Manitoba St #202,","$740,000.00",2,2,"1,004",Time on Redfin8 days,1979,C31 - Playa Del Rey,"$741,852.00","$3,879.00","Dishwasher, Garbage Disposal, Gas Oven, Gas Range, Refrigerator, Vented Exhaust Fan","Pool Features: Association, Community Pool, Gunite, In Ground",High School District: Los Angeles Unified,Association Fee Frequency: Monthly,647,22,3,60 / 100,33 / 100,52 / 100,HOA Dues$538/month
1638423596-1204,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/West-Hollywood/7505-Hampton-Ave-90046/unit-3/home/7106464,"7505 Hampton Ave #3,","$910,000.00",3,2,"1,627",Time on Redfin23 days,1981,Contemporary,"$910,263.00","$4,508.00",1,# of Parking Spaces (Total): 2,Unit Floor In Building: 1,"Fees Include Water, Fees IncludeTrash, Fees Include Maintenance","1,452",44,6,89 / 100,58 / 100,63 / 100,HOA Dues$400/month
1638423061-1116,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Encino/5429-Newcastle-Ave-91316/unit-211/home/4116709,"5429 Newcastle Ave #211,","$329,000.00",1,1,726,Time on Redfin42 days,1964,ENC - Encino,"$330,558.00","$1,915.00",1,Pool Features: Community Pool,High School District: Los Angeles Unified,Zoning: LAR3,"1,001",66,4,51 / 100,43 / 100,59 / 100,HOA Dues$430/month
1638423160-1132,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/2175-S-Beverly-Glen-Blvd-90025/unit-306/home/6796959,"2175 S Beverly Glen Blvd #306,","$995,000.00",2,2,"1,435",Time on Redfin31 days,1973,Traditional,"$981,334.00","$4,986.00","Pool, Spa, Association Maintains Landscape",# of Parking Spaces (Total): 2,Patio Features: Balcony,,"1,819",43,8,76 / 100,55 / 100,56 / 100,HOA Dues$494/month
1638424057-1380,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/1220-S-Roxbury-Dr-90035/unit-104/home/6810407,"1220 S Roxbury Dr #104,","$1,149,000.00",2,2.5,"1,659",Time on Redfin3 days,1980,Contemporary,"$1,149,136.00","$5,772.00",HOA Management Professionals,# of Parking Spaces (Total): 2,Balcony: Huge,"Fees Include Building and Grounds, Fees Include Insurance, Fees IncludeTrash, Fees Include Water and Sewer",557,28,3,84 / 100,55 / 100,45 / 100,HOA Dues$585/month
1638423535-1192,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/3450-Cahuenga-Blvd-W-90068/unit-408/home/51585560,"3450 Cahuenga Blvd #408,","$1,040,000.00",2,2.5,"1,921",Time on Redfin24 days,2008,Architectural,"$1,034,556.00","$5,070.00","Laundry in Garage, Laundry in Unit, Laundry Inside",Patio Features: Balcony,# of Units in Complex (Total): 67,,514,25,3,54 / 100,46 / 100,20 / 100,HOA Dues$375/month
1638423191-1138,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/1515-S-Beverly-Dr-90035/unit-309/home/6789515,"1515 S Beverly Dr #309,","$649,999.00",2,2,964,Time on Redfin31 days,1976,California Bungalow,"$651,383.00","$3,395.00",Built-In Electric,Roof: Asbestos Shingle,"Amenities: Gated Parking, Pool, Security, Sauna, Private Cabana, Card Room, Exercise Room, Extra Storage",,"2,820",69,13,84 / 100,40 / 100,46 / 100,HOA Dues$461/month
1638423451-1179,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/10601-Wilshire-Blvd-90024/unit-701/home/6826831,"10601 Wilshire Blvd #701,","$1,895,000.00",2,3,"2,362",Time on Redfin27 days,1982,Contemporary,"$1,856,477.00","$11,452.00",Laundry in Unit,"Heated Pool, Community Pool",# of Units in Complex (Total): 63,,462,11,1,68 / 100,69 / 100,59 / 100,"HOA Dues$2,897/month"
1638423322-1160,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/315-E-8th-St-90014/unit-506/home/8181074,"315 E 8th St #506,","$635,000.00",—,1,890,Time on Redfin28 days,1925,High or Mid-Rise Condo,"$639,639.00","$3,412.00",Laundry in Unit,Community Pool,# of Units in Complex (Total): 64,,"1,425",83,2,96 / 100,100 / 100,90 / 100,HOA Dues$545/month
1638423673-1232,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Encino/5349-Newcastle-Ave-91316/unit-20/home/4143281,"5349 Newcastle Ave #20,","$419,000.00",2,2,905,Time on Redfin21 days,1967,ENC - Encino,"$420,911.00","$2,318.00",2,"Pool Features: Association, Community Pool",High School District: Los Angeles Unified,Association Fee Frequency: Monthly,"1,117",24,7,64 / 100,44 / 100,53 / 100,HOA Dues$427/month
1638423798-1282,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Van-Nuys/7422-Hazeltine-Ave-91405/unit-6/home/4403114,"7422 Hazeltine Ave #6,","$420,000.00",2,2.5,"1,114",Time on Redfin16 days,1980,Other,"$442,718.00","$2,096.00",Laundry in Unit,Patio Features: Concrete Slab,# of Units in Complex (Total): 12,,"2,219",95,6,53 / 100,48 / 100,50 / 100,HOA Dues$200/month
1638423509-1188,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/2112-Century-Park-Ln-90067/unit-412/home/6809728,"2112 Century Park Ln #412,","$1,199,000.00",2,2,"1,330",Time on Redfin25 days,1985,Contemporary,"$1,187,960.00","$6,498.00",Laundry Inside,"Heated Pool, Community Pool",# of Units in Complex (Total): 200,Special Zoning: None,795,23,6,89 / 100,60 / 100,40 / 100,"HOA Dues$1,085/month"
1638423826-1291,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/1154-S-Barrington-Ave-90049/unit-108/home/12130788,"1154 S Barrington Ave #108,","$798,500.00",2,3,"1,210",Time on Redfin15 days,1973,C06 - Brentwood,"$806,238.00","$4,196.00",2,"Pool Features: Association, Community Pool, Heated",High School District: Los Angeles Unified,,"1,902",52,3,86 / 100,64 / 100,73 / 100,HOA Dues$591/month
1638424195-1433,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/600-W-9th-St-90015/unit-809/home/6932588,"600 W 9th St #809,","$715,000.00",2,2,"1,193",Time on Redfin15 hours,1983,Architectural,"$714,790.00","$4,082.00",Laundry in Unit,"Association Pool, Community Pool",# of Units in Complex (Total): 200,,231,11,0,96 / 100,100 / 100,85 / 100,HOA Dues$854/month
1638423407-1173,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Playa-Del-Rey/8163-Redlands-St-90293/unit-64/home/6627943,"8163 Redlands St #64,","$515,000.00",1,1,685,Time on Redfin28 days,1973,C31 - Playa Del Rey,"$509,036.00","$2,670.00","Dishwasher, Electric Oven, Electric Range",Pool Features: Community Pool,High School District: Los Angeles Unified,Association Fee Frequency: Monthly,705,18,5,72 / 100,34 / 100,61 / 100,HOA Dues$345/month
1638423706-1245,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/10620-Eastborne-Ave-90024/unit-102/home/6805919,"10620 Eastborne Ave #102,","$1,150,000.00",3,2,"1,781",Time on Redfin20 days,1986,Traditional,"$1,137,813.00","$5,791.00",Built-Ins,Other Structural Features: Balcony,Sewer: In Street,,920,26,8,70 / 100,63 / 100,72 / 100,HOA Dues$600/month
1638423339-1163,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/421-S-La-Fayette-Park-Pl-90057/unit-521/home/6935010,"421 S La Fayette Park Pl #521,","$526,000.00",2,2,"1,019",Time on Redfin28 days,1971,High or Mid-Rise Condo,"$523,399.00","$2,918.00","Community Laundry, Laundry Area",Association Pool,# of Units in Complex (Total): 178,,851,11,2,90 / 100,81 / 100,68 / 100,HOA Dues$543/month
1638423750-1263,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Encino/5315-Zelzah-Ave-91316/unit-12/home/4128993,"5315 Zelzah Ave #12,","$449,000.00",1,1,"1,076",Time on Redfin17 days,1970,ENC - Encino,"$449,960.00","$2,427.00","Convection Oven, Dishwasher, Garbage Disposal, Refrigerator",Pool Features: Association,High School District: Los Angeles Unified,Association Fee Frequency: Monthly,793,10,4,69 / 100,44 / 100,53 / 100,HOA Dues$400/month
1638423256-1149,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Glendale/1523-E-Windsor-Rd-91205/unit-110C/home/7176735,"1523 E Windsor Rd Unit 110C,","$450,000.00",2,2,913,Time on Redfin30 days,1978,628 - Glendale-South of 134 Fwy,"$445,718.00","$2,456.00","Dishwasher, Gas Range, Range/Stove Hood",Patio And Porch Features: None,Elementary School: John Muir,,"2,870",49,9,75 / 100,53 / 100,40 / 100,HOA Dues$425/month
1638424014-1363,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/10450-Wilshire-Blvd-90024/unit-10F/home/6804746,"10450 Wilshire Blvd Unit 10F,","$779,000.00",1,1,"1,098",Time on Redfin8 days,1961,Contemporary,"$777,215.00","$4,643.00",Has Appliances,Patio And Porch Features: None,Latitude: 34.06524500,,488,11,0,50 / 100,68 / 100,43 / 100,"HOA Dues$1,126/month"
1638423244-1147,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/2171-Century-Woods-Way-90067/unit-25/home/6798170,"2171 Century Woods Way #25,","$2,395,000.00",2,2.5,"2,487",Time on Redfin30 days,1983,Contemporary,"$2,336,833.00","$13,818.00","Laundry Room, Laundry Inside","Association Pool, Community Pool",# of Units in Complex (Total): 12,,448,16,0,81 / 100,56 / 100,45 / 100,"HOA Dues$3,006/month"
1638423977-1349,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Canoga-Park/6815-Remmet-Ave-91303/unit-314/home/3962312,"6815 Remmet Ave #314,","$334,900.00",1,1,619,Time on Redfin8 days,1986,Traditional,"$343,490.00","$1,872.00",Community Laundry,Other Structural Features: Balcony,# of Units in Complex (Total): 61,,"1,083",32,5,80 / 100,56 / 100,86 / 100,HOA Dues$360/month
