web-scraper-order,web-scraper-start-url,pagination,link,link-href,address,price,beds,baths,sqft,DOM,year,lot_size,estimate,est_monthly_payment,parking,pool,school_dist,zoning,views,favorites,outs,walk_score,transit_score,bike_score,hoa_dues
1638406527-357,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/855-Merwin-St-90026/home/169942115,"855 N Merwin St,","$1,149,000.00",2,2.5,"1,379",Time on Redfin26 hours,2021,Architectural,"$1,152,316.00","$5,386.00",$179.80,# of Parking Spaces (Total): 2,Other Structural Features: Balcony,,697,31,6,91 / 100,62 / 100,49 / 100,
1638405860-210,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Encino/17449-Bullock-St-91316/home/4760988,"17449 Bullock St,","$1,799,999.00",5,4,900,Time on Redfin6 days,1949,"5,501 Sq. Ft.","$1,742,055.00","$8,155.00",4,Pool Features: None,High School District: Los Angeles Unified,,"1,067",23,4,38 / 100,38 / 100,63 / 100,
1638406457-329,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/West-Hills/23006-Baltar-St-91304/home/8098474,"23006 Baltar St,","$875,000.00",2,2,"2,041",Time on Redfin32 hours,1983,West Hills,"$875,639.00","$3,964.00",2,Patio Features: Slab,Land Lease Type: Fee,Foundation: Concrete Slab,787,24,0,33 / 100,36 / 100,56 / 100,
1638406710-429,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Canoga-Park/8369-Corbin-Ave-91306/home/5882855,"8369 Corbin Ave,","$659,000.00",2,1.5,"1,050",Time on Redfin4 days,1949,Winnetka,"$663,110.00","$2,986.00","Garage, Garage - 1 Door, Garage Detached, RV Access","Exterior Construction: Stucco, Wood","Lot Description: Front Yard, Lawn, Street Lighting, Street Paved, Street Public, Utilities - Overhead, Walk Street, Yard",Foundation: Raised,"1,460",31,3,45 / 100,42 / 100,49 / 100,
1638406419-315,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/735-E-95th-St-90002/home/7302724,"735 E 95th St,","$449,000.00",2,1,"1,001",Time on Redfin2 days,1942,"4,996 Sq. Ft.","$459,561.00","$2,034.00",Refrigerator,Patio And Porch Features: Enclosed,High School District: Los Angeles Unified,# of Parking Spaces: 2,797,35,2,55 / 100,56 / 100,75 / 100,
1638406450-327,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/2545-6th-Ave-90018/home/6898398,"2545 6th Ave,","$960,000.00",6,3.5,"2,925",Time on Redfin2 days,1910,"6,527 Sq. Ft.",2.0%,"$4,334.00",None,Pool Features: None,High School District: Los Angeles Unified,,407,30,2,62 / 100,51 / 100,57 / 100,
1638406197-263,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/4247-11th-Ave-90008/home/6877163,"4247 11th Ave,","$960,000.00",2,2,"1,528",Time on Redfin3 days,1941,Park Hills Heights,"$961,115.00","$4,349.00",1,# of Parking Spaces (Total): 2,Other Structures: None,,477,110,35,88 / 100,56 / 100,53 / 100,
1638406466-333,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Sherman-Oaks/5038-Fulton-Ave-91423/home/5216436,"5038 Fulton Ave,","$1,380,000.00",3,3,"1,892",Time on Redfin30 hours,1950,Sherman Oaks,"$1,374,071.00","$6,252.00",Island,Amenities: None,No Mello-Roos Tax,Security Features: Owned,857,26,7,65 / 100,41 / 100,58 / 100,
1638406498-346,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/1906-Berkeley-Ave-90026/home/7055735,"1906 Berkeley Ave,","$899,000.00",3,2,"1,192",Time on Redfin28 hours,1920,Silver Lake - Echo Park,"$916,257.00","$4,073.00",Laundry in Unit,Assessor Parcel Number: 5419-017-004,Other Structures: Shed,,"2,830",307,3,90 / 100,60 / 100,41 / 100,
1638406599-385,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Encino/17322-Martha-St-91316/home/4761157,"17322 Martha St,","$1,149,000.00",3,3.5,"1,968",Time on Redfin9 hours,1949,"5,384 Sq. Ft.","$1,146,333.00","$5,206.00",Attached Garage,Foundation Details: Raised,High School District: Los Angeles Unified,Has Fence,502,14,4,39 / 100,29 / 100,45 / 100,
1638406411-312,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Van-Nuys/5617-Katherine-Ave-91401/home/4694920,"5617 Katherine Ave,","$925,000.00",3,2,"1,292",Time on Redfin2 days,1932,SO - Sherman Oaks,"$928,339.00","$4,191.00",1,"Foundation Details: Raised, Concrete Slab",Elementary School: Chandler,Construction Materials: Stucco,"1,120",39,11,72 / 100,52 / 100,72 / 100,
1638406385-302,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/3954-Farmouth-Dr-90027/home/7135943,"3954 Farmouth Dr,","$3,950,000.00",5,6,"5,524",Time on Redfin3 days,1989,Los Feliz,"$3,950,153.00","$17,895.00",5592-012-001,# of Parking Spaces (Total): 2,Other Structural Features: Balcony,Faces East,840,26,1,9 / 100,40 / 100,32 / 100,
1638406719-432,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Canoga-Park/8006-Keokuk-Ave-91306/home/3686520,"8006 Keokuk Ave,","$949,900.00",4,3,"2,230",Time on Redfin3 hours,1969,"5,346 Sq. Ft.","$956,086.00","$4,303.00",2,Patio And Porch Features: Patio,High School District: Los Angeles Unified,Has Fence,212,9,1,56 / 100,39 / 100,51 / 100,
1638405333-126,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/North-Hollywood/6429-Rhodes-Ave-91606/home/5117990,"6429 Rhodes Ave,","$649,000.00",3,2,"1,588",Time on Redfin12 days,1944,North Hollywood,"$675,487.00","$2,940.00",Laundry Outside,Assessor Parcel Number: 2333-003-015,Other Structures: None,,"4,037",136,13,74 / 100,42 / 100,55 / 100,
1638406708-428,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Encino/16187-Royal-Oak-Rd-91436/home/4923564,"16187 Royal Oak Rd,","$11,495,000.00",6,11,"19,000",Time on Redfin37 minutes,2020,Encino,"$11,086,730.00","$52,078.00",Other (See Remarks),"Other Structural Features: Balcony, High Ceilings (9 Feet+)",Other Structures: None,"Security Features: Carbon Monoxide Detector(s), Smoke Detector",81,7,0,0 / 100,0 / 100,12 / 100,
1638406403-309,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/North-Hollywood/5915-Wilkinson-Ave-91607/home/5161973,"5915 Wilkinson Ave,","$1,447,180.00",5,6,"3,400",Time on Redfin2 days,1948,"5,909 Sq. Ft.","$1,448,220.00","$6,556.00",Attached Garage,Pool Features: None,Elementary School: Burbank,Lot Features: 0-1 Unit/Acre,923,44,6,75 / 100,45 / 100,59 / 100,
1638406325-282,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/1129-E-115th-St-90059/home/7316099,"1129 E 115th St,","$539,000.00",3,1,977,Time on Redfin3 days,1944,Metropolitan South,"$547,995.00","$2,442.00",Laundry Inside,Other Structures: None,2.0%,,323,14,1,53 / 100,58 / 100,57 / 100,
1638406641-401,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Reseda/19454-Archwood-St-91335/home/3902885,"19454 Archwood St,","$950,000.00",3,1,"1,052",Time on Redfin5 hours,1951,"6,015 Sq. Ft.","$935,883.00","$4,304.00",1,High School District: Los Angeles Unified,Assessments: Unknown,,128,4,0,75 / 100,45 / 100,72 / 100,
1638405490-153,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/8686-Franklin-Ave-90069/home/7120093,"8686 Franklin Ave,","$3,995,000.00",4,3,"3,094",Time on Redfin9 days,1950,Sunset Strip - Hollywood Hills West,"$3,989,083.00","$18,099.00","Stacked Laundry in Closet, Laundry Inside","In Ground Spa, Hot Tub, Private Spa","Directions: From Sunset, North on Queens to Franklin Ave, left on Franklin.",Guest House: Attached,"2,102",69,12,29 / 100,48 / 100,18 / 100,
1638406705-427,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/5937-W-Luna-Park-90035/home/110092941,"5937 W LUNA Park,","$1,210,000.00",4,3.5,"2,090",Time on Redfin49 minutes,2015,"Contemporary, Mediterranean","$1,212,023.00","$5,692.00",Attached Garage,Foundation Details: Concrete Slab,High School District: Los Angeles Unified,Has Fence,89,1,0,88 / 100,56 / 100,66 / 100,
1638405156-97,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/North-Hills/9431-Hayvenhurst-Ave-91343/home/5744145,"9431 Hayvenhurst Ave,","$749,000.00",3,2,"1,501",Time on Redfin13 days,1956,"7,149 Sq. Ft.","$766,136.00","$3,393.00",1,Pool Features: None,High School District: Los Angeles Unified,Has Fence,"3,657",68,12,22 / 100,38 / 100,45 / 100,
1638406627-396,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Van-Nuys/14747-Cohasset-St-91405/home/4444424,"14747 Cohasset St,","$799,999.00",3,2,"1,790",Time on Redfin6 hours,1950,"6,250 Sq. Ft.","$799,988.00","$3,624.00",Attached Garage,Common Walls: No Common Walls,,,498,25,3,51 / 100,52 / 100,61 / 100,
1638405448-145,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/West-Hills/22504-Hartland-St-91307/home/3105424,"22504 Hartland St,","$875,000.00",3,2,"1,570",Time on Redfin10 days,1960,"6,922 Sq. Ft.","$889,274.00","$3,964.00","Built In Range, Convection Oven, Dishwasher",Foundation Details: Concrete Slab,High School District: Los Angeles Unified,Has Parking,"2,561",61,4,60 / 100,46 / 100,49 / 100,
1638406698-424,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/San-Pedro/1223-W-Crestwood-Ave-90732/home/7687020,"1223 W Crestwood Ave,","$937,000.00",3,2,"1,426",Time on Redfin54 minutes,1967,"9,601 Sq. Ft.","$938,646.00","$4,245.00",Attached Garage,Patio And Porch Features: None,High School District: Los Angeles Unified,Zoning: LAR1,115,6,1,54 / 100,38 / 100,42 / 100,
1638406703-426,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/3465-Mandeville-Canyon-Rd-90049/home/6859522,"3465 Mandeville Canyon Rd,","$5,000,000.00",4,4.5,"4,400",Time on Redfin49 minutes,1960,Brentwood,"$4,948,972.00","$22,652.00",Laundry Inside,Private Pool,Assessor Parcel Number: 4491-005-015,Detached/No Common Walls,107,8,0,0 / 100,0 / 100,2 / 100,
1638406668-412,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Granada-Hills/11331-Shoshone-Ave-91344/home/5782257,"11331 Shoshone Ave,","$929,900.00",4,2,"1,952",Time on Redfin4 hours,1960,0.42 Acres,"$950,989.00","$4,213.00",Attached Garage,Foundation Details: Concrete Slab,Elementary School: Granada,"Directions: E White Oak, Enter from Index, S 118 fwy at end of culdesac",744,65,1,18 / 100,20 / 100,41 / 100,
1638406406-310,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/4197-York-Blvd-90065/home/7079371,"4197 York Blvd,","$995,000.00",2,1.5,"1,035",Time on Redfin2 days,1926,623 - Glassel Park,"$991,221.00","$4,508.00",1,Common Walls: No Common Walls,List Office Name: Kobeissi Properties Inc,Has Parking,"1,247",16,5,82 / 100,42 / 100,47 / 100,
1638406328-283,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/427-S-Lucerne-Blvd-90020/home/7091320,"427 S Lucerne Blvd,","$5,085,000.00",5,4,"4,372",Time on Redfin3 days,1923,Colonial,"$5,306,569.00","$23,037.00",Laundry in Kitchen,In Ground Pool,Directions: Please see Google Maps.,,"2,903",83,3,55 / 100,64 / 100,70 / 100,
1638405245-111,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/San-Pedro/141-S-Mesa-St-90731/unit-8/home/7688549,"141 S Mesa St,","$809,000.00",4,2,"1,344",Time on Redfin12 days,1960,"4,453 Sq. Ft.","$805,474.00","$3,665.00",2,High School District: Los Angeles Unified,Latitude: 33.74252200,,580,17,3,89 / 100,50 / 100,71 / 100,
1638406620-393,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/West-Hills/6719-Franrivers-Ave-91307/home/3172478,"6719 Franrivers Ave,","$884,999.00",3,2,"1,570",Time on Redfin7 hours,1960,WEH - West Hills,"$886,072.00","$4,009.00",Attached Garage,Foundation Details: Concrete Slab,High School District: Los Angeles Unified,,400,29,0,36 / 100,40 / 100,59 / 100,
1638405733-190,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/3461-2nd-Ave-90018/home/6886289,"3461 2nd Ave,","$999,000.00",3,2,"1,500",Time on Redfin7 days,1910,Park Hills Heights,"$1,013,036.00","$4,526.00",5042-002-018,# of Parking Spaces (Total): 1,"Patio Features: Porch - Rear, Porch - Front, Patio Open",Faces East,"2,045",126,4,76 / 100,53 / 100,74 / 100,
1638405249-112,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Reseda/6849-Yarmouth-Ave-91335/home/3812928,"6849 Yarmouth Ave,","$649,000.00",3,2,"1,311",Time on Redfin12 days,1949,"6,438 Sq. Ft.","$657,172.00","$2,940.00",2,Pool Features: Private,High School District: Los Angeles Unified,,"1,773",69,9,78 / 100,42 / 100,60 / 100,
1638405370-132,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Encino/5839-White-Oak-Ave-91316/home/4096340,"5839 White Oak Ave,","$810,000.00",2,1,806,Time on Redfin12 days,1949,"5,556 Sq. Ft.","$805,794.00","$3,670.00",1,Pool Features: None,High School District: Los Angeles Unified,,925,19,6,41 / 100,,65 / 100,
1638406545-364,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/625-E-85th-St-90001/home/7288997,"625 E 85th St,","$595,000.00",4,2,"1,967",Time on Redfin24 hours,1952,"5,738 Sq. Ft.","$594,730.00","$2,696.00",Granite Counters,Pool Features: Private,High School District: Los Angeles Unified,,295,14,1,71 / 100,58 / 100,55 / 100,
1638406367-295,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Northridge/20403-Via-Botticelli-91326/home/8125031,"20403 Via Botticelli,","$1,698,800.00",4,4.5,"3,305",Time on Redfin3 days,2004,Mediterranean,2.0%,"$7,991.00","6 Burner Stove, Dishwasher, Double Oven, Garbage Disposal, Gas Oven, Gas Stove, Ice Maker, Microwave, Range/Stove Hood, Refrigerator, Trash Compactor",Foundation Details: Concrete Slab,Middle Or Junior School: Porter,Has Parking,585,18,0,2 / 100,0 / 100,2 / 100,
1638406284-275,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/East-Los-Angeles/1118-S-Burger-Ave-90022/home/6965316,"1118 Burger Ave,","$498,000.00",3,1,942,Time on Redfin3 days,1923,"4,178 Sq. Ft.",2.0%,"$2,248.00",1,Pool Features: None,Elementary School: Ford,,597,29,0,79 / 100,56 / 100,60 / 100,
1638406299-277,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Pacific-Palisades/15301-Whitfield-Ave-90272/home/6845629,"15301 Whitfield Ave,","$7,895,000.00",5,6,"6,160",Time on Redfin3 days,2014,Pacific Palisades,"$7,913,524.00","$35,768.00",4422-019-012,# of Parking Spaces (Total): 4,In Ground Pool,,"1,046",68,2,80 / 100,31 / 100,34 / 100,
1638405048-84,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/1558-E-75th-St-90001/home/7283893,"1558 E 75th St,","$550,000.00",2,2,784,Time on Redfin23 hours,1925,"3,402 Sq. Ft.","$548,985.00","$2,492.00","Formal Dining Room, Separated",Pool Features: None,High School District: Franklin,# of Parking Spaces: 1,167,4,0,84 / 100,63 / 100,58 / 100,
1638406670-413,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/4249-S-Norton-Ave-90008/home/6877032,"4249 S Norton Ave,","$1,299,000.00",3,3,"1,548",Time on Redfin4 hours,1931,Park Hills Heights,"$1,301,182.00","$5,885.00",5024-015-014,# of Parking Spaces (Total): 4,"Patio Features: Living Room Deck Attached, Patio Open, Porch - Front",Faces East,801,79,1,89 / 100,57 / 100,54 / 100,
1638406437-322,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Mission-Hills/14377-Germain-St-91345/home/5595892,"14377 Germain St,","$840,000.00",4,3,"1,766",Time on Redfin6 days,1955,MHL - Mission Hills,$476.00,"$3,806.00",2,"Patio And Porch Features: Porch, Slab",High School District: Los Angeles Unified,Has Fence,746,40,2,24 / 100,37 / 100,33 / 100,
1638405597-170,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/San-Pedro/1665-Veridian-LN-90732/home/177313726,"1665 Veridian Ln,","$1,569,990.00",4,4,"3,337",Time on Redfin9 days,2021,Modern,$470.00,"$7,412.00",Attached Garage,Foundation Details: Concrete Slab,High School District: Los Angeles Unified,Has Fence,817,16,2,46 / 100,,44 / 100,
1638405404-137,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/1421-N-Occidental-Blvd-90026/home/7059052,"1421 N Occidental Blvd,","$1,175,000.00",2,2,816,Time on Redfin10 days,1909,Silver Lake - Echo Park,"$1,171,804.00","$5,323.00",2,"Patio Features: Porch, Porch - Front","Lot Description: Fenced Yard, Lawn, Street Public",,"1,241",52,3,87 / 100,57 / 100,46 / 100,
1638406439-323,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/5322-Lincoln-Ave-90042/home/7082539,"5322 Lincoln Ave,","$1,588,000.00",5,4,"2,606",Time on Redfin3 days,2018,"5,386 Sq. Ft.",$609.00,"$7,194.00",Sewer or Septic - Unknown,Pool Features: None,High School District: Franklin,,"1,429",52,7,88 / 100,37 / 100,72 / 100,
1638406464-332,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/1900-Mandeville-Canyon-Rd-90049/home/6847329,"1900 Mandeville Canyon Rd,","$7,700,000.00",6,7,"6,722",Time on Redfin30 hours,2011,Architectural,"$7,608,407.00","$34,885.00","Laundry on Upper Level, Laundry Room, Laundry Area, Laundry Inside","Heated Pool, In Ground Pool",Directions: 1900 Mandeville Canyon Los Angeles CA 90049,,"1,665",122,0,0 / 100,21 / 100,7 / 100,
1638405548-163,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Toluca-Lake/4202-Navajo-St-91602/home/5310094,"4202 Navajo Ave,","$2,590,000.00",3,3.5,"2,798",Time on Redfin9 days,1961,"5,250 Sq. Ft.","$2,569,296.00","$11,734.00",3,"Patio Features: Balcony, Covered, Living Room Deck Attached, Patio Open",Sewer: In Street,Detached/No Common Walls,"1,185",35,5,49 / 100,41 / 100,45 / 100,
1638406429-319,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/5207-Vincent-Ave-90041/home/7171509,"5207 Vincent Ave,","$1,050,000.00",2,1,964,Time on Redfin2 days,1922,"7,785 Sq. Ft.","$1,068,820.00","$4,757.00",2,Foundation Details: Raised,Common Walls: No Common Walls,,"1,259",83,5,82 / 100,47 / 100,49 / 100,
1638405795-199,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/832-W-102nd-St-90044/home/7305771,"832 W 102nd St,","$535,000.00",2,1,"1,164",Time on Redfin7 days,1929,C36 - Metropolitan Southwest,2.0%,"$2,415.00","Gas Range, Refrigerator, Water Heater Unit",Foundation Details: Raised,High School District: Los Angeles Unified,# of Parking Spaces: 2,863,56,2,54 / 100,56 / 100,69 / 100,
1638405533-161,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Canoga-Park/20341-Enadia-Way-91306/home/3945784,"20341 Enadia Way,","$819,000.00",3,2,"1,568",Time on Redfin9 days,1955,Winnetka,"$828,106.00","$3,710.00",1,# of Parking Spaces (Total): 2,Other Structures: None,,"1,650",109,6,76 / 100,45 / 100,63 / 100,
1638406604-387,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Woodland-Hills/20141-Wells-Dr-91364/home/4160506,"20141 Wells Dr,","$2,999,999.00",5,5.5,"4,500",Time on Redfin8 hours,2013,0.43 Acres,"$2,983,231.00","$13,591.00","6 Burner Stove, Barbecue, Built In Range, Convection Oven, Dishwasher, Double Oven, Energy Star Appliances, Energy Star Water Heater, Freezer, Garbage Disposal, Gas & Electric Range, High Efficiency Water Heater, Instant Hot Water, Microwave, Range/Stove Hood, Refrigerator, Self Cleaning Oven, Tankless Water Heater",Foundation Details: Concrete Slab,Elementary School: Serrania,"Auto Driveway Gate, Direct Garage Access, Driveway - Combination, Garage - Front Entry, Private, RV Access/Parking",818,48,0,36 / 100,33 / 100,31 / 100,
1638405768-195,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Northridge/8538-Wilbur-Ave-91324/home/5893711,"8538 Wilbur Ave,","$1,599,000.00",4,2,"2,259",Time on Redfin7 days,1978,NR - Northridge,"$1,569,374.00","$7,244.00","Dishwasher, Electric Oven, Electric Range, Electric Stove, Electric Water Heater, Microwave, Self Cleaning Oven, Water Heater Unit",Foundation Details: Concrete Slab,High School: Cleveland,Has Fence,678,18,0,66 / 100,45 / 100,53 / 100,
1638405946-224,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/747-W-115th-St-90044/home/7322909,"747 W 115th St,","$955,000.00",4,3,"4,143",Time on Redfin5 days,1938,Metropolitan Southwest,"$950,229.00","$4,327.00",2,Roof: Composition,Sewer: In Street Paid,Entry Floor Number: 1,484,17,1,65 / 100,72 / 100,61 / 100,
1638405801-200,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Northridge/7931-Lasaine-Ave-91325/home/4319094,"7931 Lasaine Ave,","$719,000.00",3,1,"1,214",Time on Redfin7 days,1951,"6,200 Sq. Ft.","$734,497.00","$3,257.00",1,Pool Features: None,High School District: Los Angeles Unified,,"1,527",70,2,52 / 100,39 / 100,47 / 100,
1638405107-92,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/1958-W-74th-St-90047/home/7281030,"1958 W 74th St,","$849,900.00",3,1,"1,602",Time on Redfin27 days,1927,"6,971 Sq. Ft.","$847,045.00","$3,850.00",2,Pool Features: None,High School District: Los Angeles Unified,Zoning: LAR1,"2,348",83,4,73 / 100,50 / 100,56 / 100,
1638406476-337,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Encino/17258-Escalon-Dr-91436/home/4928026,"17258 Escalon Dr,","$2,199,000.00",4,3.5,"2,655",Time on Redfin29 hours,1966,Encino,"$2,178,227.00","$9,963.00",None,# of Parking Spaces (Total): 2,"Heated Pool, In Ground Pool, Salt/Saline, Private Pool",Detached/No Common Walls,"1,976",153,2,0 / 100,0 / 100,5 / 100,
1638405850-208,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Granada-Hills/17133-Lorillard-St-91344/home/5571986,"17133 Lorillard St,","$888,000.00",4,2,"1,635",Time on Redfin6 days,1963,GH - Granada Hills,"$937,174.00","$4,023.00","Dishwasher, Double Oven, Electric Oven, Garbage Disposal, Gas Stove, Range/Stove Hood, Water Heater Unit",Foundation Details: Concrete Slab,Elementary School: El Oro,Has Parking,"2,990",103,5,48 / 100,29 / 100,19 / 100,
1638406483-340,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/4912-S-Centinela-Ave-90066/home/6731287,"4912 S Centinela Ave,","$1,550,000.00",3,3.5,—,Time on Redfin29 hours,2021,Culver City,"$1,560,952.00","$7,022.00",3,Patio Features: Roof Top Deck,Water: In Street,Detached/No Common Walls,452,30,0,74 / 100,47 / 100,74 / 100,
1638406062-243,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/3540-Federal-Ave-90066/home/6749802,"3540 Federal Ave,","$1,675,000.00",3,2.5,"1,600",Time on Redfin3 days,1951,Palms - Mar Vista,"$1,818,841.00","$7,589.00",None,# of Parking Spaces (Total): 2,"Roof: Composition, Shingle",Raised Foundation,"2,745",149,10,63 / 100,49 / 100,77 / 100,
1638406510-350,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/North-Hollywood/6501-Kraft-Ave-91606/home/5128075,"6501 Kraft Ave,","$879,950.00",3,2,"1,816",Time on Redfin28 hours,1940,"7,376 Sq. Ft.","$882,273.00","$3,987.00","Quartz Counters, Remodeled Kitchen",Pool Features: None,High School District: Los Angeles Unified,,746,29,2,73 / 100,51 / 100,57 / 100,
1638405928-221,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/10521-Ruthelen-St-90047/home/7308742,"10521 Ruthelen St,","$969,000.00",5,3.5,"3,215",Time on Redfin5 days,1939,"6,738 Sq. Ft.","$953,713.00","$4,390.00",Tankless Water Heater,"Patio And Porch Features: Concrete, Covered",High School District: Los Angeles Unified,# of Parking Spaces: 2,339,9,2,63 / 100,50 / 100,47 / 100,
1638405080-89,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Studio-City/4162-Farmdale-Ave-91604/home/5239648,"4162 Farmdale Ave,","$2,250,000.00",4,2.5,"2,217",Time on Redfin43 days,1938,"6,764 Sq. Ft.","$2,194,722.00","$10,194.00","Driveway, Street","Patio And Porch Features: Brick, Patio Open",High School District: Los Angeles Unified,,"6,476",148,9,64 / 100,46 / 100,61 / 100,
